"","X","id","t0","L1","L2","L3","A","Y"
"4864",4864,695,1,2,-1.41497628183745,NA,1,NA
"4865",4865,695,2,NA,NA,NA,NA,-3.70007979942386
"4870",4870,696,0,1,-1.41093463492467,10,1,NA
"4871",4871,696,1,3,-1.54360904035469,NA,1,NA
"4872",4872,696,2,NA,NA,NA,NA,-5.43994419412032
"4877",4877,697,0,3,-1.62894465662234,10,1,NA
"4878",4878,697,1,2,-1.46804300646368,NA,1,NA
"4879",4879,697,2,NA,NA,NA,NA,-2.72358291338177
"4884",4884,698,0,2,-1.57220595089782,6,1,NA
"4885",4885,698,1,3,-1.42667492854089,NA,1,NA
"4886",4886,698,2,NA,NA,NA,NA,-4.52511899719651
"4891",4891,699,0,3,-1.35986968759304,7,1,NA
"4892",4892,699,1,2,-1.45771252811997,NA,1,NA
"4893",4893,699,2,NA,NA,NA,NA,-4.56929770219307
"4898",4898,700,0,2,0.378743818959574,5,1,NA
"4899",4899,700,1,2,-1.43187905422686,NA,1,NA
"4900",4900,700,2,NA,NA,NA,NA,-4.53038549342311
"4905",4905,701,0,3,-1.55776525506113,5,1,NA
"4906",4906,701,1,2,-1.61819881433168,NA,0,NA
"4907",4907,701,2,NA,NA,NA,NA,-4.69874334855598
"4912",4912,702,0,2,-1.56051240994832,10,1,NA
"4913",4913,702,1,2,-1.61013607221928,NA,1,NA
"4914",4914,702,2,NA,NA,NA,NA,-5.28508393679496
"4919",4919,703,0,1,-1.62918679781572,7,1,NA
"4920",4920,703,1,2,-1.4244759282965,NA,0,NA
"4921",4921,703,2,NA,NA,NA,NA,-3.74728383651776
"4926",4926,704,0,2,-1.33459496259618,8,1,NA
"4927",4927,704,1,3,-1.52373019455953,NA,0,NA
"4928",4928,704,2,NA,NA,NA,NA,-5.33414651037038
"4933",4933,705,0,3,0.507683142087015,7,1,NA
"4934",4934,705,1,3,-1.49918634478697,NA,1,NA
"4935",4935,705,2,NA,NA,NA,NA,-1.81234848444909
"4940",4940,706,0,2,-1.47254734953594,6,1,NA
"4941",4941,706,1,2,-1.53976760659847,NA,1,NA
"4942",4942,706,2,NA,NA,NA,NA,-4.56793004540679
"4947",4947,707,0,3,0.456662498974044,6,1,NA
"4948",4948,707,1,2,-1.392277113206,NA,1,NA
"4949",4949,707,2,NA,NA,NA,NA,-5.28910950654877
"4954",4954,708,0,1,-1.50468979403242,6,1,NA
"4955",4955,708,1,3,-1.60500075886474,NA,1,NA
"4956",4956,708,2,NA,NA,NA,NA,-4.64290796139541
"4961",4961,709,0,3,-1.56431042981751,9,1,NA
"4962",4962,709,1,3,-1.33795828247895,NA,1,NA
"4963",4963,709,2,NA,NA,NA,NA,-1.76254132873492
"4968",4968,710,0,1,-1.44997371158063,8,1,NA
"4969",4969,710,1,2,-1.65342046686961,NA,0,NA
"4970",4970,710,2,NA,NA,NA,NA,-4.54804551220126
"4975",4975,711,0,1,-1.56134772536717,10,1,NA
"4976",4976,711,1,2,-1.58880194413377,NA,1,NA
"4977",4977,711,2,NA,NA,NA,NA,-4.78521303990625
"4982",4982,712,0,2,-1.53962701994603,9,1,NA
"4983",4983,712,1,2,-1.53937165118928,NA,1,NA
"4984",4984,712,2,NA,NA,NA,NA,-4.67174827613278
"4989",4989,713,0,2,-1.41817415070932,10,1,NA
"4990",4990,713,1,2,-1.60470650795747,NA,1,NA
"4991",4991,713,2,NA,NA,NA,NA,-3.75276131137466
"4996",4996,714,0,2,-1.47753624718156,10,0,NA
"4997",4997,714,1,2,0.32303109431021,NA,1,NA
"4998",4998,714,2,NA,NA,NA,NA,-5.32111319818753
"5003",5003,715,0,3,-1.73778107517269,10,1,NA
"5004",5004,715,1,3,-1.74908038130247,NA,0,NA
"5005",5005,715,2,NA,NA,NA,NA,-3.73453563342
"5010",5010,716,0,3,0.633409747753898,5,1,NA
"5011",5011,716,1,3,-1.67132298688508,NA,1,NA
"5012",5012,716,2,NA,NA,NA,NA,-3.90380817808042
"5017",5017,717,0,2,-1.6178893103691,7,1,NA
"5018",5018,717,1,3,-1.51829584430884,NA,1,NA
"5019",5019,717,2,NA,NA,NA,NA,-5.38250394544495
"5024",5024,718,0,2,-1.66619825621022,10,0,NA
"5025",5025,718,1,2,0.441859069789856,NA,1,NA
"5026",5026,718,2,NA,NA,NA,NA,-5.31324003018398
"5031",5031,719,0,2,-1.52664098884352,8,1,NA
"5032",5032,719,1,2,-1.47765078891329,NA,1,NA
"5033",5033,719,2,NA,NA,NA,NA,-2.59797012201368
"5038",5038,720,0,3,0.532696634033909,9,1,NA
"5039",5039,720,1,3,-1.51821176935866,NA,1,NA
"5040",5040,720,2,NA,NA,NA,NA,-5.50142417076134
"5045",5045,721,0,3,-1.49274131305374,8,1,NA
"5046",5046,721,1,2,-1.45830481348289,NA,1,NA
"5047",5047,721,2,NA,NA,NA,NA,-5.43350827916959
"5052",5052,722,0,2,0.42165353786359,9,0,NA
"5053",5053,722,1,3,0.656022653342824,NA,0,NA
"5054",5054,722,2,NA,NA,NA,NA,-5.50883712129133
"5059",5059,723,0,3,-1.43879506884236,6,1,NA
"5060",5060,723,1,2,-1.38002551953062,NA,1,NA
"5061",5061,723,2,NA,NA,NA,NA,-5.50864947014751
"5066",5066,724,0,3,-1.47919376604215,10,1,NA
"5067",5067,724,1,3,-1.43043021503968,NA,1,NA
"5068",5068,724,2,NA,NA,NA,NA,-2.48519000658805
"5073",5073,725,0,2,-1.48444314458847,10,1,NA
"5074",5074,725,1,2,-1.54579228933268,NA,1,NA
"5075",5075,725,2,NA,NA,NA,NA,-4.70197591877136
"5080",5080,726,0,2,-1.35599073455164,8,0,NA
"5081",5081,726,1,1,0.578720293705251,NA,1,NA
"5082",5082,726,2,NA,NA,NA,NA,-4.58883940773594
"5087",5087,727,0,3,-1.51989838380757,8,1,NA
"5088",5088,727,1,3,-1.61541056974121,NA,1,NA
"5089",5089,727,2,NA,NA,NA,NA,-5.28522591102024
"5094",5094,728,0,2,-1.36055673065357,5,1,NA
"5095",5095,728,1,3,-1.37529759004537,NA,1,NA
"5096",5096,728,2,NA,NA,NA,NA,-5.51687776702626
"5101",5101,729,0,3,0.606659588073165,6,1,NA
"5102",5102,729,1,2,-1.52934592656728,NA,1,NA
"5103",5103,729,2,NA,NA,NA,NA,-4.60632260460512
"5108",5108,730,0,2,-1.46724702899764,5,1,NA
"5109",5109,730,1,3,-1.51011090847066,NA,1,NA
"5110",5110,730,2,NA,NA,NA,NA,-5.43568797110158
"5115",5115,731,0,3,-1.46166096412685,10,1,NA
"5116",5116,731,1,3,-1.59693298208662,NA,1,NA
"5117",5117,731,2,NA,NA,NA,NA,-4.6285234453273
"5122",5122,732,0,3,-1.48006415228634,5,1,NA
"5123",5123,732,1,2,-1.55019128102492,NA,1,NA
"5124",5124,732,2,NA,NA,NA,NA,-4.73686513002168
"5129",5129,733,0,1,0.603224549762428,7,1,NA
"5130",5130,733,1,3,-1.64863296928295,NA,1,NA
"5131",5131,733,2,NA,NA,NA,NA,-5.24749469079238
"5136",5136,734,0,3,-1.50048956958727,6,1,NA
"5137",5137,734,1,2,-1.45804629759666,NA,1,NA
"5138",5138,734,2,NA,NA,NA,NA,-5.36322020593999
"5143",5143,735,0,2,-1.54310713134315,5,1,NA
"5144",5144,735,1,3,-1.51366156729031,NA,1,NA
"5145",5145,735,2,NA,NA,NA,NA,-4.32818526449777
"5150",5150,736,0,1,-1.43106554140273,7,1,NA
"5151",5151,736,1,3,-1.59926696548728,NA,1,NA
"5152",5152,736,2,NA,NA,NA,NA,-4.47818991487234
"5157",5157,737,0,1,-1.49981032339352,8,0,NA
"5158",5158,737,1,2,0.629663908931647,NA,1,NA
"5159",5159,737,2,NA,NA,NA,NA,-4.44479672803761
"5164",5164,738,0,3,-1.61916059078898,7,1,NA
"5165",5165,738,1,1,-1.47269475334957,NA,1,NA
"5166",5166,738,2,NA,NA,NA,NA,-4.5443717529106
"5171",5171,739,0,3,-1.67280829732449,7,1,NA
"5172",5172,739,1,2,-1.46837753592045,NA,1,NA
"5173",5173,739,2,NA,NA,NA,NA,-2.75614879890922
"5178",5178,740,0,3,0.407212366831698,5,0,NA
"5179",5179,740,1,3,0.472865084504728,NA,1,NA
"5180",5180,740,2,NA,NA,NA,NA,-2.65268174068781
"5185",5185,741,0,2,-1.44702856459949,10,1,NA
"5186",5186,741,1,3,-1.46924735223334,NA,1,NA
"5187",5187,741,2,NA,NA,NA,NA,-4.65587775595099
"5192",5192,742,0,3,-1.55236329808157,6,1,NA
"5193",5193,742,1,3,-1.44125515689586,NA,1,NA
"5194",5194,742,2,NA,NA,NA,NA,-4.55420127404086
"5199",5199,743,0,2,-1.44659060047515,9,1,NA
"5200",5200,743,1,2,-1.64750782803665,NA,1,NA
"5201",5201,743,2,NA,NA,NA,NA,-5.51864209879902
"5206",5206,744,0,2,-1.49122949834399,9,0,NA
"5207",5207,744,1,3,0.571085472838623,NA,1,NA
"5208",5208,744,2,NA,NA,NA,NA,-4.62795494389747
"5213",5213,745,0,2,-1.49367490635908,8,1,NA
"5214",5214,745,1,2,-1.18586500028145,NA,1,NA
"5215",5215,745,2,NA,NA,NA,NA,-2.61190486147556
"5220",5220,746,0,3,0.434801038272586,7,0,NA
"5221",5221,746,1,2,0.597213829306878,NA,1,NA
"5222",5222,746,2,NA,NA,NA,NA,-5.39430060785616
"5227",5227,747,0,3,-1.6644022441264,7,1,NA
"5228",5228,747,1,2,-1.50596745334322,NA,0,NA
"5229",5229,747,2,NA,NA,NA,NA,-3.68265677593804
"5234",5234,748,0,2,0.570232718509528,8,1,NA
"5235",5235,748,1,3,-1.71420243542923,NA,1,NA
"5236",5236,748,2,NA,NA,NA,NA,-4.6644922365527
"5241",5241,749,0,3,0.584660449345479,7,1,NA
"5242",5242,749,1,3,-1.5895023931165,NA,1,NA
"5243",5243,749,2,NA,NA,NA,NA,-4.4390325897614
"5248",5248,750,0,2,-1.36003065444651,8,1,NA
"5249",5249,750,1,2,-1.63645877607916,NA,0,NA
"5250",5250,750,2,NA,NA,NA,NA,-5.51951089579138
"5255",5255,751,0,2,-1.49871065520585,8,1,NA
"5256",5256,751,1,2,-1.53848880787155,NA,1,NA
"5257",5257,751,2,NA,NA,NA,NA,-3.76839469214906
"5262",5262,752,0,1,-1.57618721530707,9,0,NA
"5263",5263,752,1,2,0.457859803720297,NA,0,NA
"5264",5264,752,2,NA,NA,NA,NA,-5.48779811184652
"5269",5269,753,0,1,0.567904419392674,5,1,NA
"5270",5270,753,1,1,-1.68969545858111,NA,1,NA
"5271",5271,753,2,NA,NA,NA,NA,-5.47552793668905
"5276",5276,754,0,1,-1.45581796556148,7,1,NA
"5277",5277,754,1,1,-1.50831207424498,NA,0,NA
"5278",5278,754,2,NA,NA,NA,NA,-5.29926500411613
"5283",5283,755,0,1,0.539146174035269,7,1,NA
"5284",5284,755,1,3,-1.4756151759149,NA,1,NA
"5285",5285,755,2,NA,NA,NA,NA,-5.51567946259822
"5290",5290,756,0,2,-1.59414040928428,5,1,NA
"5291",5291,756,1,2,-1.5882465451199,NA,1,NA
"5292",5292,756,2,NA,NA,NA,NA,-3.61170324723792
"5297",5297,757,0,2,-1.58421079070413,9,1,NA
"5298",5298,757,1,2,-1.55113824411264,NA,1,NA
"5299",5299,757,2,NA,NA,NA,NA,-4.53060320696465
"5304",5304,758,0,3,-1.52235704248885,8,1,NA
"5305",5305,758,1,2,-1.48373463980346,NA,1,NA
"5306",5306,758,2,NA,NA,NA,NA,-4.75242578603742
"5311",5311,759,0,2,-1.47439991569447,5,1,NA
"5312",5312,759,1,1,-1.49218304856598,NA,1,NA
"5313",5313,759,2,NA,NA,NA,NA,-5.50709775245711
"5318",5318,760,0,2,-1.61077677538708,10,0,NA
"5319",5319,760,1,2,0.522730427696237,NA,1,NA
"5320",5320,760,2,NA,NA,NA,NA,-5.32344473762993
"5325",5325,761,0,1,-1.31178863719105,9,0,NA
"5326",5326,761,1,1,0.665642838049411,NA,1,NA
"5327",5327,761,2,NA,NA,NA,NA,-4.47906310956283
"5332",5332,762,0,2,-1.43280191026233,7,1,NA
"5333",5333,762,1,1,-1.54106573524961,NA,0,NA
"5334",5334,762,2,NA,NA,NA,NA,-2.41461331250357
"5339",5339,763,0,2,0.450467566667831,7,1,NA
"5340",5340,763,1,3,-1.62437709879487,NA,1,NA
"5341",5341,763,2,NA,NA,NA,NA,-5.45879397597943
"5346",5346,764,0,3,-1.54347516691147,5,1,NA
"5347",5347,764,1,1,-1.49266566083741,NA,1,NA
"5348",5348,764,2,NA,NA,NA,NA,-4.66740759521418
"5353",5353,765,0,1,-1.51586377899027,9,1,NA
"5354",5354,765,1,3,-1.42952656422636,NA,1,NA
"5355",5355,765,2,NA,NA,NA,NA,-5.31115714605861
"5360",5360,766,0,3,-1.50920403223324,9,0,NA
"5361",5361,766,1,2,0.590066130874013,NA,1,NA
"5362",5362,766,2,NA,NA,NA,NA,-3.78121091939064
"5367",5367,767,0,3,-1.55737234376289,8,1,NA
"5368",5368,767,1,2,-1.44148249832916,NA,1,NA
"5369",5369,767,2,NA,NA,NA,NA,-4.53205833718873
"5374",5374,768,0,2,-1.28540721897097,10,1,NA
"5375",5375,768,1,2,-1.42451422856761,NA,1,NA
"5376",5376,768,2,NA,NA,NA,NA,-4.57095241219841
"5381",5381,769,0,3,0.359404015923021,10,1,NA
"5382",5382,769,1,3,-1.5461801810619,NA,0,NA
"5383",5383,769,2,NA,NA,NA,NA,-4.59896319975284
"5388",5388,770,0,2,-1.5535874736228,7,1,NA
"5389",5389,770,1,2,-1.54039385336019,NA,1,NA
"5390",5390,770,2,NA,NA,NA,NA,-4.50433675493917
"5395",5395,771,0,3,-1.4870859927399,9,1,NA
"5396",5396,771,1,2,-1.43710565949834,NA,1,NA
"5397",5397,771,2,NA,NA,NA,NA,-4.48667149680567
"5402",5402,772,0,2,-1.70236634173036,10,0,NA
"5403",5403,772,1,3,0.541054257071232,NA,1,NA
"5404",5404,772,2,NA,NA,NA,NA,-4.71766432765871
"5409",5409,773,0,3,-1.47482194667424,7,1,NA
"5410",5410,773,1,1,-1.44094420932535,NA,1,NA
"5411",5411,773,2,NA,NA,NA,NA,-3.43149966585203
"5416",5416,774,0,3,-1.41031975822035,9,1,NA
"5417",5417,774,1,2,-1.52827901495413,NA,0,NA
"5418",5418,774,2,NA,NA,NA,NA,-2.59539023704604
"5423",5423,775,0,3,0.482685338039566,5,1,NA
"5424",5424,775,1,2,-1.38429215984864,NA,1,NA
"5425",5425,775,2,NA,NA,NA,NA,-4.50544783013195
"5430",5430,776,0,3,-1.52164952283889,6,1,NA
"5431",5431,776,1,2,-1.39182537267266,NA,1,NA
"5432",5432,776,2,NA,NA,NA,NA,-5.28425261953043
"5437",5437,777,0,2,-1.47920400387324,9,1,NA
"5438",5438,777,1,2,-1.68099073285679,NA,1,NA
"5439",5439,777,2,NA,NA,NA,NA,-4.8721718691341
"5444",5444,778,0,2,-1.53955568573317,7,1,NA
"5445",5445,778,1,2,-1.44104337203449,NA,1,NA
"5446",5446,778,2,NA,NA,NA,NA,-5.45538850710712
"5451",5451,779,0,2,-1.46055606281125,9,1,NA
"5452",5452,779,1,3,-1.54107128269272,NA,0,NA
"5453",5453,779,2,NA,NA,NA,NA,-1.86855444105538
"5458",5458,780,0,2,-1.40248624402917,10,1,NA
"5459",5459,780,1,2,-1.55544216657341,NA,1,NA
"5460",5460,780,2,NA,NA,NA,NA,-4.58001035903469
"5465",5465,781,0,1,-1.52630524965132,7,1,NA
"5466",5466,781,1,3,-1.54812518369762,NA,0,NA
"5467",5467,781,2,NA,NA,NA,NA,-3.75586531188847
"5472",5472,782,0,2,-1.50516057562607,5,1,NA
"5473",5473,782,1,2,-1.68321997802929,NA,0,NA
"5474",5474,782,2,NA,NA,NA,NA,-2.66180084511983
"5479",5479,783,0,3,-1.58903712790552,6,0,NA
"5480",5480,783,1,2,0.354529012146831,NA,1,NA
"5481",5481,783,2,NA,NA,NA,NA,-5.50695039248131
"5486",5486,784,0,2,-1.38672164789396,8,1,NA
"5487",5487,784,1,2,-1.48826930601709,NA,1,NA
"5488",5488,784,2,NA,NA,NA,NA,-4.70434587393075
"5493",5493,785,0,3,-1.67626814477413,9,1,NA
"5494",5494,785,1,2,-1.5709077773827,NA,1,NA
"5495",5495,785,2,NA,NA,NA,NA,-5.44867779745276
"5500",5500,786,0,2,-1.59101278574836,10,0,NA
"5501",5501,786,1,3,0.449094832942669,NA,1,NA
"5502",5502,786,2,NA,NA,NA,NA,-5.50840562136356
"5507",5507,787,0,3,-1.40299026786333,8,1,NA
"5508",5508,787,1,2,-1.70727558018101,NA,1,NA
"5509",5509,787,2,NA,NA,NA,NA,-4.65589342303643
"5514",5514,788,0,2,-1.40702636290462,7,1,NA
"5515",5515,788,1,3,-1.56920091495923,NA,1,NA
"5516",5516,788,2,NA,NA,NA,NA,-5.3893831240449
"5521",5521,789,0,1,-1.21633105235075,8,0,NA
"5522",5522,789,1,3,0.479185181268011,NA,1,NA
"5523",5523,789,2,NA,NA,NA,NA,-5.47306923405142
"5528",5528,790,0,2,-1.65027307719172,9,1,NA
"5529",5529,790,1,3,-1.52303457535508,NA,1,NA
"5530",5530,790,2,NA,NA,NA,NA,-4.54143786229818
"5535",5535,791,0,3,-1.56049599537511,8,1,NA
"5536",5536,791,1,2,-1.48269128000768,NA,1,NA
"5537",5537,791,2,NA,NA,NA,NA,-4.80156935710644
"5542",5542,792,0,3,-1.59554037439735,5,1,NA
"5543",5543,792,1,2,-1.51591840003747,NA,1,NA
"5544",5544,792,2,NA,NA,NA,NA,-4.37491520239487
"5549",5549,793,0,3,-1.54782345057769,10,1,NA
"5550",5550,793,1,3,-1.38514511318958,NA,1,NA
"5551",5551,793,2,NA,NA,NA,NA,-1.81153931239915
"5556",5556,794,0,2,-1.41947265552676,6,1,NA
"5557",5557,794,1,2,-1.37219150451125,NA,1,NA
"5558",5558,794,2,NA,NA,NA,NA,-5.3698485887595
"5563",5563,795,0,2,-1.66506077124969,6,1,NA
"5564",5564,795,1,3,-1.46227384717672,NA,1,NA
"5565",5565,795,2,NA,NA,NA,NA,-3.65281145427735
"5570",5570,796,0,3,-1.49124644440859,6,1,NA
"5571",5571,796,1,2,-1.65277402056943,NA,1,NA
"5572",5572,796,2,NA,NA,NA,NA,-4.6334175290414
"5577",5577,797,0,3,-1.48121626965238,10,1,NA
"5578",5578,797,1,2,-1.64858559568456,NA,1,NA
"5579",5579,797,2,NA,NA,NA,NA,-1.84026865231563
"5584",5584,798,0,3,-1.60707766248791,8,1,NA
"5585",5585,798,1,3,-1.42019128333927,NA,0,NA
"5586",5586,798,2,NA,NA,NA,NA,-2.38784555209094
"5591",5591,799,0,1,0.340975037033622,7,1,NA
"5592",5592,799,1,1,-1.31793237813396,NA,1,NA
"5593",5593,799,2,NA,NA,NA,NA,-4.55740235474828
"5598",5598,800,0,2,-1.5013399659047,9,1,NA
"5599",5599,800,1,3,-1.45723037267084,NA,1,NA
"5600",5600,800,2,NA,NA,NA,NA,-2.50218108070376
"5605",5605,801,0,1,-1.61756596753144,8,0,NA
"5606",5606,801,1,2,0.412029410277624,NA,1,NA
"5607",5607,801,2,NA,NA,NA,NA,-4.74558606262859
"5612",5612,802,0,2,-1.24889318307088,7,1,NA
"5613",5613,802,1,2,-1.52987041301694,NA,1,NA
"5614",5614,802,2,NA,NA,NA,NA,-5.46514430556788
"5619",5619,803,0,2,-1.32444213758291,8,1,NA
"5620",5620,803,1,2,-1.40534939340157,NA,1,NA
"5621",5621,803,2,NA,NA,NA,NA,-5.46050716982356
"5626",5626,804,0,2,-1.54759418040528,10,1,NA
"5627",5627,804,1,2,-1.43231286585371,NA,1,NA
"5628",5628,804,2,NA,NA,NA,NA,-4.49699681918807
"5633",5633,805,0,2,0.542110543843077,8,1,NA
"5634",5634,805,1,1,-1.55007561249594,NA,0,NA
"5635",5635,805,2,NA,NA,NA,NA,-2.50788969102986
"5640",5640,806,0,3,0.448771202870482,7,0,NA
"5641",5641,806,1,2,0.552634752520345,NA,0,NA
"5642",5642,806,2,NA,NA,NA,NA,-5.43892249513348
"5647",5647,807,0,1,0.417060481566192,6,1,NA
"5648",5648,807,1,1,-1.39143207682002,NA,1,NA
"5649",5649,807,2,NA,NA,NA,NA,-2.64250784785695
"5654",5654,808,0,2,-1.42839958125036,5,0,NA
"5655",5655,808,1,2,0.541000744369083,NA,0,NA
"5656",5656,808,2,NA,NA,NA,NA,-4.6536309501277
"5661",5661,809,0,3,-1.46646724899323,9,1,NA
"5662",5662,809,1,3,-1.57021410850265,NA,1,NA
"5663",5663,809,2,NA,NA,NA,NA,-4.51633599238937
"5668",5668,810,0,1,-1.6801252952101,6,0,NA
"5669",5669,810,1,2,0.402287040424663,NA,1,NA
"5670",5670,810,2,NA,NA,NA,NA,-3.77720677635071
"5675",5675,811,0,2,-1.41977947005185,8,0,NA
"5676",5676,811,1,1,0.374216769816711,NA,1,NA
"5677",5677,811,2,NA,NA,NA,NA,-5.30726393074299
"5682",5682,812,0,2,-1.6545301064587,6,1,NA
"5683",5683,812,1,2,-1.34336934768462,NA,1,NA
"5684",5684,812,2,NA,NA,NA,NA,-3.78844095246355
"5689",5689,813,0,2,-1.46602194736088,5,1,NA
"5690",5690,813,1,3,-1.52166180978066,NA,1,NA
"5691",5691,813,2,NA,NA,NA,NA,-2.62913558923065
"5696",5696,814,0,3,-1.4840290392062,10,1,NA
"5697",5697,814,1,2,-1.37074413213482,NA,1,NA
"5698",5698,814,2,NA,NA,NA,NA,-5.13481412056822
"5703",5703,815,0,3,-1.49088823889121,5,1,NA
"5704",5704,815,1,3,-1.60575768947083,NA,1,NA
"5705",5705,815,2,NA,NA,NA,NA,-4.75257724573996
"5710",5710,816,0,2,-1.58009218324439,10,1,NA
"5711",5711,816,1,2,-1.44305114267211,NA,1,NA
"5712",5712,816,2,NA,NA,NA,NA,-5.40377716624502
"5717",5717,817,0,2,-1.53015359142264,7,1,NA
"5718",5718,817,1,2,-1.81293889635268,NA,1,NA
"5719",5719,817,2,NA,NA,NA,NA,-5.45319131625756
"5724",5724,818,0,2,-1.40065585369372,9,1,NA
"5725",5725,818,1,3,-1.49255698788939,NA,1,NA
"5726",5726,818,2,NA,NA,NA,NA,-5.17997360030342
"5731",5731,819,0,2,-1.41032807415728,10,0,NA
"5732",5732,819,1,2,0.362427884954587,NA,1,NA
"5733",5733,819,2,NA,NA,NA,NA,-2.87677489774506
"5738",5738,820,0,3,-1.48570703014904,10,1,NA
"5739",5739,820,1,2,-1.5710146539013,NA,1,NA
"5740",5740,820,2,NA,NA,NA,NA,-4.44271957965925
"5745",5745,821,0,2,-1.68434868479267,8,1,NA
"5746",5746,821,1,3,-1.43022481839133,NA,1,NA
"5747",5747,821,2,NA,NA,NA,NA,-3.78647497521013
"5752",5752,822,0,2,0.370934273300391,6,1,NA
"5753",5753,822,1,3,-1.40496539007151,NA,0,NA
"5754",5754,822,2,NA,NA,NA,NA,-4.57887492806838
"5759",5759,823,0,3,-1.57276556822357,7,1,NA
"5760",5760,823,1,2,-1.3288599189343,NA,1,NA
"5761",5761,823,2,NA,NA,NA,NA,-5.40538183955241
"5766",5766,824,0,2,-1.42822654705556,6,1,NA
"5767",5767,824,1,2,-1.43037480630997,NA,1,NA
"5768",5768,824,2,NA,NA,NA,NA,-5.37770029611204
"5773",5773,825,0,2,-1.52222206325179,8,1,NA
"5774",5774,825,1,2,-1.49836992470544,NA,1,NA
"5775",5775,825,2,NA,NA,NA,NA,-3.42240655164447
"5780",5780,826,0,3,-1.51619795384732,5,0,NA
"5781",5781,826,1,3,0.399696283469782,NA,1,NA
"5782",5782,826,2,NA,NA,NA,NA,-5.27284578172025
"5787",5787,827,0,2,0.490606153014339,10,1,NA
"5788",5788,827,1,3,-1.39505430381688,NA,1,NA
"5789",5789,827,2,NA,NA,NA,NA,-5.44441679740395
"5794",5794,828,0,2,-1.58934594204703,8,1,NA
"5795",5795,828,1,3,-1.58725112624222,NA,1,NA
"5796",5796,828,2,NA,NA,NA,NA,-4.55821495697866
"5801",5801,829,0,2,-1.6866259469303,6,1,NA
"5802",5802,829,1,3,-1.51519430130946,NA,1,NA
"5803",5803,829,2,NA,NA,NA,NA,-4.71772138104798
"5808",5808,830,0,1,0.61134714124098,5,0,NA
"5809",5809,830,1,1,0.428723429412971,NA,1,NA
"5810",5810,830,2,NA,NA,NA,NA,-5.52349466395399
"5815",5815,831,0,3,-1.53903958195853,10,1,NA
"5816",5816,831,1,3,-1.60452148159002,NA,1,NA
"5817",5817,831,2,NA,NA,NA,NA,-4.70196300820663
"5822",5822,832,0,2,-1.59459571235742,5,1,NA
"5823",5823,832,1,3,-1.62778041160823,NA,1,NA
"5824",5824,832,2,NA,NA,NA,NA,-4.54801438623793
"5829",5829,833,0,2,-1.38243915919535,5,1,NA
"5830",5830,833,1,2,-1.55483777019645,NA,1,NA
"5831",5831,833,2,NA,NA,NA,NA,-4.8139752940733
"5836",5836,834,0,2,-1.60558185369853,10,0,NA
"5837",5837,834,1,2,0.507524219496349,NA,1,NA
"5838",5838,834,2,NA,NA,NA,NA,-3.39858240782356
"5843",5843,835,0,1,-1.46316610393253,9,0,NA
"5844",5844,835,1,1,0.386327548799133,NA,0,NA
"5845",5845,835,2,NA,NA,NA,NA,-5.35368333680489
"5850",5850,836,0,3,-1.4362176436553,5,1,NA
"5851",5851,836,1,2,-1.62315848897813,NA,1,NA
"5852",5852,836,2,NA,NA,NA,NA,-5.43809308644753
"5857",5857,837,0,3,-1.41176010594795,5,1,NA
"5858",5858,837,1,2,-1.49807554788874,NA,1,NA
"5859",5859,837,2,NA,NA,NA,NA,-3.85986991831017
"5864",5864,838,0,2,-1.46987696793855,7,1,NA
"5865",5865,838,1,2,-1.58288534108491,NA,1,NA
"5866",5866,838,2,NA,NA,NA,NA,-5.31241449396999
"5871",5871,839,0,3,-1.49480486773377,6,1,NA
"5872",5872,839,1,3,-1.39794012845323,NA,1,NA
"5873",5873,839,2,NA,NA,NA,NA,-2.54790727700816
"5878",5878,840,0,2,-1.54572262979901,7,1,NA
"5879",5879,840,1,2,-1.46755920295865,NA,1,NA
"5880",5880,840,2,NA,NA,NA,NA,-5.38272311544
"5885",5885,841,0,2,-1.44237179189119,7,1,NA
"5886",5886,841,1,2,-1.44757857427025,NA,1,NA
"5887",5887,841,2,NA,NA,NA,NA,-5.28974582124605
"5892",5892,842,0,3,-1.55042668341233,5,1,NA
"5893",5893,842,1,3,-1.34823384910747,NA,1,NA
"5894",5894,842,2,NA,NA,NA,NA,-4.60003789594601
"5899",5899,843,0,3,-1.5093554004051,5,1,NA
"5900",5900,843,1,2,-1.58793064000207,NA,1,NA
"5901",5901,843,2,NA,NA,NA,NA,-5.46692596396692
"5906",5906,844,0,2,-1.54785778066636,7,1,NA
"5907",5907,844,1,2,-1.38387865277533,NA,1,NA
"5908",5908,844,2,NA,NA,NA,NA,-4.65317044339659
"5913",5913,845,0,2,-1.33797987176729,5,1,NA
"5914",5914,845,1,3,-1.36360481643799,NA,1,NA
"5915",5915,845,2,NA,NA,NA,NA,-4.65858019020662
"5920",5920,846,0,2,-1.68259030459148,10,1,NA
"5921",5921,846,1,3,-1.30482921192947,NA,1,NA
"5922",5922,846,2,NA,NA,NA,NA,-4.66257107237621
"5927",5927,847,0,2,-1.53153911977923,7,1,NA
"5928",5928,847,1,3,-1.43244321747496,NA,1,NA
"5929",5929,847,2,NA,NA,NA,NA,-4.5801468968047
"5934",5934,848,0,1,0.477130689296787,7,1,NA
"5935",5935,848,1,3,-1.45559603734582,NA,1,NA
"5936",5936,848,2,NA,NA,NA,NA,-4.72744884178022
"5941",5941,849,0,2,0.446353943677016,8,1,NA
